###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
60594.024294 -19.113  0.483   -82   40 o  0   1.09 266.37407 -29.31596  6916.29  4684.39 2.15 1.97 -33.0 -0.453 18.21 18.67 04a60594o0032o
60594.027474 -19.272  0.499   -71   35 o  0   0.85 266.37407 -29.31596  6934.10  4722.78 2.17 1.99 -32.9 -0.440 18.16 18.67 04a60594o0039o
60594.032600 -20.693  2.137   -19   41 o  0   1.21 266.37407 -29.31596  6874.89  4646.36 2.24 2.02 -33.6 -0.437 18.11 18.64 04a60594o0050o
60594.042696 -19.705  0.891   -48   42 o  0   0.73 266.37407 -29.31596  6848.13  4762.08 2.27 1.98 -32.5 -0.429 18.04 18.56 04a60594o0072o
60594.744710 -18.343  0.527  -167   88 o  0   0.23 266.37407 -29.31596  6791.24  4753.44 2.33 2.04 -61.6 -0.473 18.28 18.75 03a60595o0029o
60594.750199 -18.988  0.418   -92   38 o  0   1.04 266.37407 -29.31596  6811.22  4794.28 2.36 2.04 -60.0 -0.472 18.33 18.81 03a60595o0041o
60594.753410 -18.629  0.325  -128   42 o  0   1.21 266.37407 -29.31596  6755.04  4715.08 2.43 2.08 -61.6 -0.445 18.29 18.81 03a60595o0048o
60594.764558 -18.872  0.372  -103   38 o  0   1.44 266.37407 -29.31596  6734.00  4830.93 2.39 2.11 -53.5 -0.463 18.29 18.78 03a60595o0072o
60595.744812 -18.855  0.461  -104   48 o  0   0.83 266.37407 -29.31596  6739.32  2822.51 2.43 2.16 -51.8 -0.441 18.13 18.55 03a60596o0028o
60595.748506 -18.328  0.318  -169   54 o  0   0.89 266.37407 -29.31596  6758.67  2861.98 2.41 2.19 -49.7 -0.433 18.13 18.61 03a60596o0036o
60595.754873 -18.357  0.302  -165   50 o  0   1.30 266.37407 -29.31596  6701.76  2782.93 2.50 2.25 -51.7 -0.418 18.13 18.62 03a60596o0050o
60595.765583 -18.689  0.397  -122   48 o  0   1.03 266.37407 -29.31596  6680.63  2899.61 2.42 2.21 -37.4 -0.425 18.13 18.59 03a60596o0073o
60597.998047  20.287  1.397    28   39 o  0   1.22 266.37407 -29.31596  4454.93  6614.54 2.33 1.97 -75.1 -0.444 18.24 18.97 04a60598o0031o
60598.001721 -19.073  0.436   -85   37 o  0   1.10 266.37407 -29.31596  4471.05  6653.33 2.32 1.93 -70.0 -0.456 18.19 18.87 04a60598o0039o
60598.007206 -19.188  0.845   -77   65 o  0   0.61 266.37407 -29.31596  4411.21  6574.38 2.30 1.91 -72.8 -0.433 17.94 18.49 04a60598o0051o
60598.018686 -19.859  1.303   -41   54 o  0   1.17 266.37407 -29.31596  4387.56  6692.34 2.36 1.97 -75.2 -0.432 17.73 18.13 04a60598o0076o
60598.747191 -16.344  0.045 -1053   48 o  0  14.87 266.37407 -29.31596  4286.42  6624.93 3.18 2.90 -46.9 -0.363 17.94 18.65 03a60599o0042o
60598.750393 -16.186  0.044 -1217   54 o  0  20.51 266.37407 -29.31596  4303.36  6663.84 3.24 2.98 -47.1 -0.365 17.97 18.72 03a60599o0049o
60598.755869 -17.680  0.146  -308   45 o  0   3.04 266.37407 -29.31596  4250.79  6586.55 2.92 2.62 -45.4 -0.374 18.08 18.77 03a60599o0061o
60598.766977 -18.491  0.277  -146   40 o  0   7.26 266.37407 -29.31596  4228.31  6702.61 2.82 2.56 -46.3 -0.388 18.07 18.69 03a60599o0085o
60601.000362 -18.004  0.266  -228   61 o  0   1.54 266.37407 -29.31596  9394.50   814.81 2.66 2.10 -29.9 -0.418 18.33 18.71 04a60601o0041o
60601.003542 -17.858  0.252  -261   66 o  0   1.54 266.37407 -29.31596  9413.45   855.02 2.81 2.19 -30.9 -0.393 18.33 18.78 04a60601o0048o
60601.009029 -18.693  0.418  -121   51 o  0   1.85 266.37407 -29.31596  9348.13   776.70 2.63 2.09 -30.7 -0.423 18.37 18.82 04a60601o0060o
60601.019187 -18.707  0.537  -120   64 o  0   1.05 266.37407 -29.31596  9322.43   896.71 2.67 2.12 -28.4 -0.404 18.34 18.68 04a60601o0082o
60602.001853  21.563  4.141     9   36 o  0   0.93 266.37407 -29.31596  1097.48  5021.71 2.25 2.07  75.4 -0.398 18.25 19.72 04a60602o0043o
60602.005509 -19.742  0.642   -46   30 o  0   0.92 266.37407 -29.31596  1117.48  5061.15 2.19 2.02  84.8 -0.421 18.19 19.99 04a60602o0051o
60602.010983 -19.731  0.592   -46   28 o  0   1.62 266.37407 -29.31596  1054.14  4983.78 2.24 2.05  72.8 -0.403 18.20 20.13 04a60602o0063o
60602.021630 -20.226  0.874   -30   26 o  0   0.99 266.37407 -29.31596  1030.01  5103.10 2.26 2.00  73.3 -0.396 18.27 19.93 04a60602o0086o
60602.749979 -17.371  0.094  -409   38 o  0  26.57 266.37407 -29.31596   982.60  4958.28 3.17 2.78 -69.2 -0.394 17.97 19.52 03a60603o0043o
60602.753626 -17.838  0.121  -266   32 o  0   5.13 266.37407 -29.31596  1002.88  4997.65 2.91 2.60 -69.0 -0.408 18.14 19.80 03a60603o0051o
60602.759094 -17.927  0.129  -245   32 o  0  11.05 266.37407 -29.31596   947.48  4921.06 3.01 2.61 -72.0 -0.402 18.15 19.95 03a60603o0063o
60602.770109 -17.673  0.108  -310   34 o  0   8.02 266.37407 -29.31596   925.04  5039.40 2.97 2.60 -67.5 -0.404 18.12 19.96 03a60603o0087o
60605.023563 -19.148  0.681   -80   54 o  0   0.49 266.37407 -29.31596  3416.98  1106.92 2.34 2.12  39.5 -0.414 18.41 19.83 04a60605o0087o
60605.026864 -19.733  0.534   -46   25 o  0   0.93 266.37407 -29.31596  3435.51  1145.99 2.28 2.05  34.4 -0.411 18.49 19.86 04a60605o0094o
60605.032404 -19.038  0.407   -88   36 o  0   0.88 266.37407 -29.31596  3373.19  1070.32 2.39 2.18  37.8 -0.402 18.42 19.85 04a60605o0106o
60605.085877 -18.682  0.237  -122   29 o  0   2.44 266.37407 -29.31596  3520.10  1220.94 2.76 2.41  33.0 -0.370 18.30 19.69 04a60605o0151o
60606.043589 -16.748  0.052  -726   38 o  0  30.16 266.37407 -29.31596  4839.05  4887.24 3.35 3.25 -68.8 -0.312 18.11 19.51 04a60606o0087o
60607.747148 -17.995  0.156  -230   36 c  0  10.32 266.37407 -29.31596 10333.48  8966.13 3.36 2.87 -30.9 -0.367 18.12 18.95 03a60608o0024c
60607.752158 -18.296  0.147  -174   26 c  0  16.65 266.37407 -29.31596   507.57  8736.19 3.44 3.15 -54.8 -0.333 18.47 19.83 03a60608o0035c
60607.755344 -18.063  0.126  -216   27 c  0  35.14 266.37407 -29.31596   528.89  8774.98 3.45 3.17 -26.0 -0.333 18.54 20.08 03a60608o0042c
60607.760451 -17.753  0.103  -288   30 c  0  13.51 266.37407 -29.31596   473.43  8699.22 3.57 3.13 -27.2 -0.332 18.59 20.30 03a60608o0053c
60607.766873 -18.348  0.134  -166   22 c  0   6.55 266.37407 -29.31596 10358.34  9004.79 3.27 2.79 -54.5 -0.381 18.72 20.21 03a60608o0067c
60607.770136 -18.996  0.288   -92   26 c  0   6.43 266.37407 -29.31596 10302.18  8924.09 3.11 2.62 -48.0 -0.394 18.82 20.21 03a60608o0074c
60607.772023 -18.697  0.184  -121   22 c  0   7.52 266.37407 -29.31596   454.08  8819.66 3.14 2.73 -25.5 -0.356 18.64 20.30 03a60608o0078c
60607.784419 -18.046  0.109  -220   24 c  0  25.18 266.37407 -29.31596 10282.55  9037.35 3.30 2.75 -43.8 -0.393 18.69 20.14 03a60608o0105c
60609.052601 -18.544  0.229  -139   32 o  0   3.13 266.37407 -29.31596   631.65  8855.09 2.74 2.11 -76.9 -0.358 18.36 19.51 04a60609o0015o
60609.057109 -18.717  0.286  -118   34 o  0   1.67 266.37407 -29.31596   651.14  8893.45 2.75 2.08 -74.7 -0.365 18.30 19.51 04a60609o0025o
60609.062114 -18.842  0.288  -106   30 o  0   1.69 266.37407 -29.31596   592.13  8817.65 2.77 2.10 -79.2 -0.358 18.24 19.50 04a60609o0036o
60609.074828 -18.356  0.246  -165   41 o  0   1.69 266.37407 -29.31596   573.68  8936.04 2.77 2.13 -82.4 -0.355 18.28 19.43 04a60609o0064o
60610.034085 -21.221  2.891   -12   34 o  0   1.36 266.37407 -29.31596  4465.48  8587.13 2.47 1.84 -72.5 -0.487 18.41 19.51 04a60610o0103o
60610.037830 -19.187  0.527   -77   40 o  0   1.14 266.37407 -29.31596  4485.72  8625.44 2.47 1.85 -73.6 -0.470 18.47 19.51 04a60610o0111o
60610.042969 -21.477  5.260    -9   49 o  0   0.82 266.37407 -29.31596  4427.49  8547.68 2.42 1.93 -71.1 -0.481 18.48 19.49 04a60610o0122o
60610.064857 -18.881  0.372  -102   38 o  0   1.60 266.37407 -29.31596  4407.96  8661.86 2.63 1.99 -80.8 -0.408 18.40 19.41 04a60610o0169o
60718.368765 -18.647  0.343  -126   43 o  0   2.87 266.37407 -29.31596  8104.43  3789.28 2.23 2.03 -53.9 -0.415 17.80 18.47 04a60718o0768o
60718.374787 -18.935  0.474   -97   46 o  0   1.45 266.37407 -29.31596  8084.04  3752.93 2.26 2.05 -50.3 -0.404 17.89 18.54 04a60718o0781o
60718.382671 -19.019  0.552   -90   49 o  0   1.57 266.37407 -29.31596  8144.42  3828.95 2.27 2.04 -54.0 -0.426 17.88 18.58 04a60718o0798o
60718.386374 -20.835  3.514   -17   59 o  0   1.17 266.37407 -29.31596  8164.28  3713.47 2.25 2.05 -45.3 -0.415 17.93 18.51 04a60718o0806o
60720.088607 -18.146  0.189  -200   38 o  0   4.01 266.37407 -29.31596  3164.82  9576.50 2.83 2.34 -36.3 -0.375 18.39 18.99 03a60720o0720o
60720.091829 -16.712  0.056  -750   42 o  0  10.80 266.37407 -29.31596  3144.57  9536.03 3.11 2.53 -29.7 -0.361 18.32 19.01 03a60720o0727o
60720.097288 -17.130  0.079  -511   40 o  0   6.19 266.37407 -29.31596  3205.31  9613.10 2.88 2.42 -40.2 -0.373 18.30 19.04 03a60720o0739o
60720.113697 -18.520  0.278  -142   39 o  0   3.44 266.37407 -29.31596  3225.15  9496.74 2.75 2.33 -42.0 -0.386 18.21 18.94 03a60720o0773o
60721.369578 -19.013  0.595   -90   54 o  0   1.37 266.37407 -29.31596  3346.96  9668.68 2.44 1.68 -73.8 -0.464 18.39 18.96 04a60721o0606o
60721.373782 -18.986  0.400   -92   37 o  0   3.07 266.37407 -29.31596  3325.04  9630.65 2.43 1.69 -75.0 -0.459 18.36 18.98 04a60721o0615o
60721.381332 -19.036  0.497   -88   44 o  0   2.45 266.37407 -29.31596  3384.68  9710.85 2.45 1.70 -74.1 -0.446 18.39 19.00 04a60721o0631o
60721.390249 -19.018  0.504   -90   45 o  0   1.95 266.37407 -29.31596  3403.60  9595.90 2.41 1.66 -74.8 -0.455 18.30 18.81 04a60721o0650o
60722.328842  21.585  6.104     8   52 o  0   2.03 266.37407 -29.31596  5348.70  9552.40 2.48 1.85 -75.2 -0.425 18.20 19.09 04a60722o0685o
60722.331626 -19.078  0.510   -85   43 o  0   1.92 266.37407 -29.31596  5326.27  9514.57 2.48 1.87 -74.3 -0.424 18.18 19.11 04a60722o0691o
60722.352819 -19.532  0.874   -56   49 o  0   2.35 266.37407 -29.31596  5377.32  9599.17 2.52 1.87 -76.1 -0.437 18.22 19.34 04a60722o0735o
60722.356018 -19.154  0.532   -79   42 o  0   1.43 266.37407 -29.31596  5393.25  9482.84 2.52 1.83 -78.7 -0.417 18.26 19.34 04a60722o0742o
60723.059590 -18.786  0.407  -111   45 o  0   2.66 266.37407 -29.31596  5146.97  9517.98 2.72 2.23 -42.3 -0.378 18.24 18.99 03a60723o0648o
60723.063262 -19.027  0.446   -89   40 o  0   2.84 266.37407 -29.31596  5127.95  9477.26 2.79 2.29 -42.8 -0.370 18.29 19.02 03a60723o0656o
60723.069845 -17.579  0.100  -338   34 o  0   6.92 266.37407 -29.31596  5183.75  9557.71 3.05 2.52 -34.6 -0.362 18.25 19.06 03a60723o0670o
60723.085185 -18.117  0.170  -206   35 o  0   3.79 266.37407 -29.31596  5201.59  9440.59 2.81 2.30 -39.0 -0.363 18.40 19.21 03a60723o0701o
60724.097970 -18.555  0.294  -137   40 o  0   2.17 266.37407 -29.31596  9647.53  7515.67 2.67 2.17 -48.9 -0.418 18.06 19.33 03a60724o0725o
60724.101234 -18.531  0.206  -140   29 o  0   5.94 266.37407 -29.31596  9626.53  7477.30 2.68 2.17 -49.8 -0.422 17.98 19.35 03a60724o0732o
60724.120324 -18.334  0.236  -168   40 o  0   2.65 266.37407 -29.31596  9684.09  7558.69 2.61 2.01 -52.7 -0.419 18.07 19.44 03a60724o0772o
60724.135680 -18.496  0.222  -145   32 o  0   6.17 266.37407 -29.31596  9707.16  7444.89 2.66 2.09 -52.2 -0.410 17.90 18.82 03a60724o0805o
60725.339213 -18.801  0.440  -110   48 o  0   1.94 266.37407 -29.31596  9811.93  7446.47 2.36 2.23 -57.1 -0.450 17.92 19.21 04a60725o0703o
60725.342475 -18.642  0.388  -127   49 o  0   2.26 266.37407 -29.31596  9789.80  7409.26 2.30 2.15 -41.2 -0.459 17.93 19.25 04a60725o0710o
60725.362156 -18.771  0.398  -113   45 o  0   2.82 266.37407 -29.31596  9842.53  7492.18 2.40 2.22 -21.2 -0.452 17.94 19.38 04a60725o0748o
60725.384669 -18.607  0.322  -131   42 o  0   3.38 266.37407 -29.31596  9858.96  7381.00 2.36 2.20 -17.9 -0.443 17.89 19.35 04a60725o0792o
60726.361203 -19.029  0.590   -89   52 o  0   0.59 266.37407 -29.31596  2060.89  1709.77 1.93 1.76  49.8 -0.487 18.34 19.03 04a60726o0759o
60726.371206 -19.287  0.747   -70   52 o  0   1.21 266.37407 -29.31596  2042.56  1671.71 1.98 1.91  40.0 -0.480 18.31 19.06 04a60726o0779o
60726.374446 -19.149  0.495   -80   39 o  0   1.91 266.37407 -29.31596  2101.68  1751.62 2.21 1.99  42.0 -0.425 18.28 18.94 04a60726o0786o
60726.379541 -19.797  0.933   -44   41 o  0   0.90 266.37407 -29.31596  2118.32  1636.37 2.07 1.80  44.8 -0.445 18.37 18.94 04a60726o0797o
60726.390061 -20.452  1.763   -24   42 o  0   2.61 266.37407 -29.31596  2081.45  1697.54 2.14 1.89  40.9 -0.435 18.21 18.72 04a60726o0818o
60730.372445 -19.100  0.342   -83   28 o  0   1.83 266.37407 -29.31596   213.72  3689.90 2.08 1.85  48.1 -0.428 18.74 20.11 04a60730o0790o
60730.372909 -18.440  0.213  -153   33 o  0   2.10 266.37407 -29.31596 10041.67  3641.76 2.39 2.19 -27.8 -0.421 18.19 20.25 04a60730o0791o
60730.379708 -18.960  0.341   -95   32 o  0   2.04 266.37407 -29.31596 10024.06  3604.93 2.42 2.14 -20.5 -0.434 18.18 20.37 04a60730o0804o
60730.380164 -19.620  0.560   -52   29 o  0   1.41 266.37407 -29.31596   195.47  3651.21 2.11 1.86  42.0 -0.419 18.68 20.17 04a60730o0805o
60730.384330 -20.100  0.850   -33   28 o  0   1.18 266.37407 -29.31596   254.88  3731.31 2.06 1.80  47.7 -0.434 18.69 20.07 04a60730o0814o
60730.389925 -18.535  0.193  -140   27 o  0   4.64 266.37407 -29.31596 10082.65  3682.42 2.32 2.15 -32.0 -0.432 18.14 20.19 04a60730o0826o
60730.392754 -19.006  0.343   -91   31 o  0   2.98 266.37407 -29.31596 10100.60  3565.62 2.37 2.15 -27.2 -0.431 17.93 20.77 04a60730o0832o
60730.394176 -19.155  0.419   -79   33 o  0   2.03 266.37407 -29.31596   270.91  3614.84 2.03 1.90  54.6 -0.446 18.61 19.89 04a60730o0835o
60733.362661 -19.448  0.608   -60   37 o  0   0.63 266.37407 -29.31596  2153.03  3626.61 1.95 1.92  60.7 -0.439 18.70 20.28 04a60733o0762o
60733.383900 -19.544  1.172   -55   65 o  0   0.35 266.37407 -29.31596  2130.55  3590.03 1.95 1.88  64.0 -0.442 18.80 20.22 04a60733o0804o
60733.387120 -19.562  0.529   -54   29 o  0   1.80 266.37407 -29.31596  2189.57  3668.94 1.94 1.81  68.1 -0.452 18.83 20.21 04a60733o0811o
60733.392228 -19.159  0.476   -79   38 o  0   1.99 266.37407 -29.31596  2208.62  3552.75 1.99 1.83  66.1 -0.450 18.78 20.18 04a60733o0822o
60738.359838 -19.569  0.905   -54   49 o  0   1.77 266.37407 -29.31596  1519.54  5459.30 2.20 2.01 -88.6 -0.505 18.77 20.38 04a60738o0640o
60738.362573 -19.150  0.414   -79   33 o  0   1.55 266.37407 -29.31596  1502.10  5420.09 2.24 2.02 -85.2 -0.499 18.75 20.39 04a60738o0646o
60738.368126 -20.208  0.927   -30   28 o  0   1.68 266.37407 -29.31596  1560.30  5499.16 2.22 1.98 -86.1 -0.508 18.84 20.42 04a60738o0658o
60738.382969 -18.973  0.314   -94   29 o  0   4.38 266.37407 -29.31596  1578.33  5383.58 2.19 1.98  83.7 -0.497 18.77 20.42 04a60738o0687o
60740.098846 -21.093  1.256   -13   17 c  0   1.20 266.37407 -29.31596  3979.98  1569.26 2.31 2.07 -52.3 -0.433 19.23 20.97 03a60740o0763c
60740.102019 -20.414  0.714   -25   18 c  0   0.86 266.37407 -29.31596  3963.53  1529.69 2.28 2.10 -54.0 -0.428 19.34 20.98 03a60740o0770c
60740.115934 -19.605  0.332   -52   17 c  0   1.03 266.37407 -29.31596  4021.25  1606.78 2.36 2.13 -60.1 -0.425 19.27 20.97 03a60740o0799c
60740.128285 -19.948  0.407   -38   16 c  0   1.63 266.37407 -29.31596  4049.54  1490.56 2.31 2.16 -55.6 -0.423 19.38 20.99 03a60740o0824c
60741.357414 -18.614  0.246  -130   32 o  0   4.69 266.37407 -29.31596  3900.06  1606.21 2.34 2.16  47.5 -0.485 18.69 20.35 04a60741o0773o
60741.360668 -19.578  0.701   -54   38 o  0   2.05 266.37407 -29.31596  3882.25  1566.75 2.25 2.12  56.4 -0.502 18.74 20.37 04a60741o0780o
60741.366223 -18.714  0.297  -119   35 o  0   2.69 266.37407 -29.31596  3939.10  1644.65 2.35 2.21  51.8 -0.491 18.70 20.36 04a60741o0792o
60741.376081 -18.726  0.294  -117   34 o  0   3.43 266.37407 -29.31596  3958.49  1529.50 2.35 2.22  40.3 -0.492 18.72 20.39 04a60741o0813o
60742.365118 -18.349  0.289  -166   48 o  0   2.88 266.37407 -29.31596  9219.80  9302.13 2.51 2.17 -71.4 -0.503 18.31 21.17 04a60742o0724o
60742.368317 -18.409  0.300  -157   47 o  0   1.62 266.37407 -29.31596  9199.35  9263.70 2.48 2.13 -69.6 -0.528 18.26 21.20 04a60742o0731o
60742.384151 -18.064  0.163  -216   35 o  0   5.71 266.37407 -29.31596  9256.30  9344.00 2.63 2.19 -70.1 -0.515 18.30 21.32 04a60742o0764o
60742.388245 -18.831  0.381  -106   41 o  0   4.13 266.37407 -29.31596  9275.19  9226.23 2.58 2.14 -69.6 -0.537 18.18 21.28 04a60742o0773o
60742.403672 -18.592  0.438  -133   58 o  0   1.34 266.37407 -29.31596  9234.82  9288.43 2.55 2.13 -68.3 -0.539 18.20 20.77 04a60742o0805o
60744.087609 -20.217  0.543   -30   16 c  0   1.59 266.37407 -29.31596  3720.29  5812.19 2.49 2.27 -50.6 -0.394 19.24 20.90 03a60744o0720c
60744.090830 -19.894  0.461   -40   18 c  0   1.49 266.37407 -29.31596  3701.95  5772.97 2.56 2.30 -48.1 -0.384 19.26 20.89 03a60744o0727c
60744.096291 -19.728  0.297   -47   14 c  0   1.75 266.37407 -29.31596  3760.20  5851.10 2.56 2.34 -49.6 -0.388 19.25 20.88 03a60744o0739c
60744.106379 -19.137  0.178   -80   14 c  0   2.62 266.37407 -29.31596  3784.49  5736.82 2.67 2.44 -50.0 -0.384 19.20 20.89 03a60744o0761c
60744.150806  20.656  1.424    20   28 c  0   0.79 266.37407 -29.31596  3757.65  5791.48 2.53 2.32 -53.1 -0.379 18.71 19.61 03a60744o0858c
60745.354879 -19.248  0.490   -73   36 o  0   1.84 266.37407 -29.31596  3731.07  5864.04 2.15 1.86 -75.2 -0.527 18.90 20.39 04a60745o0766o
60745.358120 -18.996  0.345   -92   32 o  0   3.24 266.37407 -29.31596  3710.24  5825.79 2.24 1.98 -75.3 -0.538 18.81 20.38 04a60745o0773o
60745.363677 -18.973  0.346   -94   32 o  0   2.90 266.37407 -29.31596  3767.51  5903.70 2.24 1.87 -77.7 -0.540 18.87 20.38 04a60745o0785o
60745.378786 -19.183  0.747   -77   58 o  0   1.48 266.37407 -29.31596  3786.18  5789.35 2.34 1.95 -77.1 -0.529 18.81 20.37 04a60745o0816o
60746.342019 -20.932  2.329   -15   36 o  0   4.56 266.37407 -29.31596  3836.67  7796.46 2.41 1.89 -74.4 -0.525 18.48 19.37 04a60746o0733o
60746.344883 -19.769  0.922   -45   41 o  0   3.39 266.37407 -29.31596  3816.98  7757.48 2.40 1.86 -74.1 -0.533 18.51 19.38 04a60746o0739o
60746.356512 -18.875  0.575  -102   59 o  0   0.78 266.37407 -29.31596  3872.11  7838.10 2.50 1.89 -75.2 -0.516 18.51 19.52 04a60746o0763o
60746.361187 -19.502  0.799   -57   46 o  0   1.67 266.37407 -29.31596  3891.51  7721.80 2.44 1.90 -69.0 -0.526 18.60 19.60 04a60746o0773o
60747.089426 -18.810  0.318  -109   35 o  0   3.82 266.37407 -29.31596  3773.01  7744.21 2.48 2.16 -47.0 -0.400 18.45 19.25 03a60747o0764o
60747.093042 -18.127  0.140  -204   29 o  0   4.66 266.37407 -29.31596  3754.01  7704.66 2.50 2.18 -45.5 -0.397 18.49 19.28 03a60747o0772o
60747.098224 -18.253  0.199  -181   36 o  0   3.84 266.37407 -29.31596  3811.85  7781.12 2.48 2.14 -47.8 -0.398 18.53 19.33 03a60747o0783o
60747.107436 -18.736  0.342  -116   40 o  0   1.94 266.37407 -29.31596  3836.39  7665.81 2.52 2.15 -45.9 -0.395 18.56 19.36 03a60747o0802o
60749.355092 -19.160  0.681   -79   54 o  0   1.81 266.37407 -29.31596  6192.45  3925.42 2.27 2.08 -60.2 -0.483 18.27 18.97 04a60749o0706o
60749.363430 -19.152  0.483   -79   38 o  0   3.83 266.37407 -29.31596  6174.80  3888.28 2.20 2.09 -59.7 -0.468 18.30 19.05 04a60749o0722o
60749.366630 -18.629  0.341  -128   44 o  0   1.65 266.37407 -29.31596  6230.53  3964.87 2.26 2.04 -64.7 -0.464 18.33 19.06 04a60749o0729o
60749.378897 -18.472  0.315  -148   47 o  0   1.89 266.37407 -29.31596  6249.68  3850.64 2.28 2.10 -62.3 -0.499 18.36 19.08 04a60749o0755o
60749.408027 -18.651  0.465  -126   58 o  0   1.77 266.37407 -29.31596  6211.04  3912.37 2.26 2.09 -66.5 -0.476 18.23 18.87 04a60749o0814o
60750.311424 -18.125  0.186  -204   38 o  0   2.58 266.37407 -29.31596  1270.34  9732.71 2.73 1.94 -74.6 -0.461 18.40 19.12 04a60750o0592o
60750.333892 -18.434  0.321  -154   49 o  0   1.43 266.37407 -29.31596  1247.33  9696.79 2.74 1.92 -76.0 -0.475 18.47 19.23 04a60750o0639o
60750.337067 -18.715  0.332  -119   39 o  0   3.44 266.37407 -29.31596  1308.80  9775.02 2.68 1.89 -73.0 -0.470 18.43 19.24 04a60750o0646o
60750.345226 -18.819  0.469  -108   50 o  0   2.18 266.37407 -29.31596  1328.34  9659.28 2.64 1.88 -75.2 -0.489 18.45 19.25 04a60750o0662o
60753.329245 -18.507  0.419  -144   60 o  0   3.27 266.37407 -29.31596  9550.20  5499.82 2.65 2.37 -73.5 -0.498 17.93 19.26 04a60753o0731o
60753.332531 -18.559  0.392  -137   54 o  0   3.39 266.37407 -29.31596  9528.02  5463.73 2.49 2.31 -44.5 -0.480 17.91 19.26 04a60753o0738o
60753.337799 -18.639  0.474  -127   60 o  0   2.82 266.37407 -29.31596  9587.24  5540.24 2.42 2.28 -46.6 -0.483 17.96 19.30 04a60753o0749o
60753.348609 -18.794  0.503  -110   55 o  0   2.91 266.37407 -29.31596  9607.19  5425.25 2.43 2.30 -41.0 -0.507 17.86 19.34 04a60753o0771o
60753.407446 -18.573  0.350  -135   47 o  0   2.05 266.37407 -29.31596  9560.56  5496.59 2.49 2.22 -29.8 -0.486 17.91 19.40 04a60753o0896o
60754.330597  19.289  1.121    70   78 o  0   1.23 266.37407 -29.31596  7231.12  9429.88 2.65 2.05 -72.7 -0.467 17.96 18.61 04a60754o0738o
60754.333456 -18.498  0.573  -145   83 o  0   1.53 266.37407 -29.31596  7210.06  9391.94 2.59 2.02 -74.1 -0.482 17.92 18.62 04a60754o0744o
60754.340822 -18.029  0.282  -223   63 o  0   3.06 266.37407 -29.31596  7268.27  9470.85 2.66 2.06 -72.3 -0.497 17.88 18.63 04a60754o0760o
60754.351069 -18.918  0.758   -98   75 o  0   1.24 266.37407 -29.31596  7286.84  9354.58 2.67 2.08 -70.0 -0.505 17.95 18.65 04a60754o0782o
60757.363343 -18.364  0.319  -164   52 o  0   2.41 266.37407 -29.31596  5662.39  5771.21 2.40 2.05 -69.2 -0.501 18.39 19.39 04a60757o0792o
60757.366512 -18.480  0.452  -147   66 o  0   0.94 266.37407 -29.31596  5641.46  5733.12 2.34 2.04 -73.8 -0.504 18.40 19.34 04a60757o0799o
60757.369687 -19.088  0.530   -84   45 o  0   1.56 266.37407 -29.31596  5699.83  5810.73 2.39 2.04 -71.3 -0.443 18.18 19.16 04a60757o0806o
60757.375282 -19.218  0.682   -75   51 o  0   2.72 266.37407 -29.31596  5718.69  5695.29 2.41 2.08 -64.3 -0.488 18.31 19.29 04a60757o0818o
60757.409726 -18.970  0.623   -94   58 o  0   1.75 266.37407 -29.31596  5679.99  5756.42 2.39 2.12 -56.4 -0.504 18.39 19.27 04a60757o0889o
60758.369951 -18.493  0.275  -146   40 o  0   3.02 266.37407 -29.31596    66.82  1745.09 2.65 2.01  40.5 -0.481 18.64 20.26 04a60758o0691o
60758.373112 -17.080  0.087  -534   46 o  0  24.81 266.37407 -29.31596    45.65  1705.51 2.81 2.00  46.8 -0.471 18.70 20.25 04a60758o0698o
60758.377773 -18.015  0.146  -226   33 o  0   5.93 266.37407 -29.31596  9919.30  1717.64 2.79 2.36 -22.6 -0.479 18.48 20.89 04a60758o0708o
60758.378230 -18.698  0.258  -120   31 o  0   4.86 266.37407 -29.31596   104.86  1786.70 2.55 1.91  40.9 -0.505 18.70 20.27 04a60758o0709o
60758.380555 -18.167  0.167  -196   33 o  0   6.64 266.37407 -29.31596  9898.84  1679.54 2.73 2.30 -22.0 -0.467 18.46 20.84 04a60758o0714o
60758.385577 -19.176  0.521   -78   40 o  0   2.65 266.37407 -29.31596   120.84  1670.55 2.56 1.86  41.4 -0.512 18.68 20.23 04a60758o0725o
60758.386028 -18.523  0.183  -142   26 o  0   8.54 266.37407 -29.31596  9957.70  1757.13 2.73 2.29 -26.9 -0.483 18.42 20.89 04a60758o0726o
60758.392343 -18.118  0.174  -206   36 o  0   4.27 266.37407 -29.31596  9973.86  1640.11 2.83 2.38 -26.5 -0.463 18.47 20.60 04a60758o0739o
60758.405330 -18.625  0.345  -129   44 o  0   2.89 266.37407 -29.31596    80.67  1728.67 2.59 1.95  43.0 -0.504 18.65 20.08 04a60758o0766o
60758.405780 -18.118  0.195  -205   40 o  0   4.73 266.37407 -29.31596  9935.14  1701.70 2.70 2.37 -20.2 -0.472 18.32 20.55 04a60758o0767o
60760.085339 -19.130  0.385   -81   31 o  0   3.01 266.37407 -29.31596  6175.61  2001.65 2.22 2.08 -35.6 -0.490 18.87 20.25 03a60760o0786o
